"study","operatn","site","year","X_WGS84","Y_WGS84","Alburnus.alburnus","Blicca.bjoerkna","Aspius.aspius","Leuciscus.cephalus","Leuciscus.leuciscus","Perca.fluviatilis","Rutilus.rutilus","Sander.lucioperca","Gobio.gobio","Leuciscus.idus","Abramis.brama","Esox.lucius","Gymnocephalus.cernuus","Anguilla.anguilla"
"Wolter_Danube","4479","DE7",2007,13.012442,48.770738,0,0,0,0,0,0,0,0,0,0,2,0,0,4
"Wolter_Danube","4480","DE8",2007,13.015937,48.76816,73,0,0,0,0,1,0,0,0,0,1,0,0,1
"Wolter_Danube","4481","DE9",2007,13.034999,48.751184,65,0,0,1,0,1,0,0,0,0,0,0,0,3
"Wolter_Danube","4461","DE10",2007,13.036978,48.74867,66,0,0,1,0,0,0,0,0,0,1,0,0,2
"Wolter_Danube","4471","DE11",2007,13.01817,48.76552,300,2,1,1,5,2,9,0,0,0,2,0,0,1
"Wolter_Danube","4473","DE12",2007,13.017559,48.766747,300,9,1,1,0,0,3,0,0,0,6,0,0,0
"Wolter_Danube","4812","SK38",2007,17.0694,48.14447,29,0,0,0,0,0,0,0,0,0,1,0,0,0
"Wolter_Danube","4813","SK39",2007,17.06171,48.14632,63,1,1,0,0,0,2,0,0,1,0,1,0,0
"Wolter_Danube","4814","SK40",2007,17.06204,48.14503,33,0,1,1,0,2,0,0,0,0,3,0,0,0
"Wolter_Danube","4815","SK41",2007,17.0694,48.14447,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"Wolter_Danube","4816","SK42",2007,17.06221,48.14257,63,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4817","SK43",2007,17.0602,48.14465,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4818","SK44",2007,17.06972,48.144867,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Wolter_Danube","4819","SK45",2007,17.0694,48.14447,2,2,1,1,0,6,11,0,0,0,1,0,0,0
"Wolter_Danube","4820","SK46",2007,17.06766,48.14449,6,8,0,0,0,0,0,1,0,0,1,0,0,0
"Wolter_Danube","4821","SK47",2007,17.06236,48.14283,11,0,0,0,0,0,0,0,0,0,2,0,0,0
"Wolter_Danube","4822","SK48",2007,17.0602,48.14465,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Wolter_Danube","4823","SK49",2007,17.06931,48.1444,46,1,0,0,0,0,0,0,0,0,21,1,0,0
"Wolter_Danube","4824","SK50",2007,17.07207,48.1414,64,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4825","SK51",2007,17.07913,48.14299,86,1,1,2,0,0,0,0,0,0,0,1,0,0
"Wolter_Danube","4826","SK52",2007,17.07122,48.14155,32,0,0,0,1,0,0,0,0,1,0,0,0,0
"Wolter_Danube","4827","SK53",2007,17.22476,48.0359,41,0,0,0,0,3,0,0,0,0,0,0,0,0
"Wolter_Danube","4828","SK54",2007,17.22026,48.03288,31,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wolter_Danube","4829","SK55",2007,17.21999,48.03505,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Wolter_Danube","4830","SK56",2007,17.20853,48.03542,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4831","SK57",2007,17.20023,48.04597,38,0,1,0,0,1,0,0,0,0,0,0,0,0
"Wolter_Danube","4832","SK58",2007,17.1989,48.04952,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4833","SK59",2007,17.19465,48.05285,24,1,4,0,0,0,27,3,0,0,6,0,0,0
"Wolter_Danube","4834","SK60",2007,17.18312,48.05753,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4835","SK61",2007,17.1839,48.05723,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4836","SK62",2007,17.23617,48.03203,13,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4837","SK63",2007,17.24432,48.02641,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4581","HU64",2007,17.65743,47.79532,26,1,12,0,0,12,0,1,0,1,0,1,0,0
"Wolter_Danube","4582","HU65",2007,17.65946,47.79308,4,1,1,0,0,2,0,0,0,0,0,0,0,0
"Wolter_Danube","4583","HU66",2007,17.66418,47.78924,9,0,1,0,0,0,0,0,0,0,1,0,0,0
"Wolter_Danube","4584","HU67",2007,17.67474,47.78326,23,0,6,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4585","HU68",2007,17.68293,47.77821,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"Wolter_Danube","4586","HU69",2007,17.69916,47.76798,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4587","HU70",2007,17.69916,47.76798,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4588","HU71",2007,17.71087,47.75522,17,0,0,2,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4589","HU72",2007,17.7083,47.75599,32,0,0,4,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4590","HU73",2007,17.73173,47.75172,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4591","HU74",2007,17.73652,47.75103,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4519","HU401",2007,17.65978,47.788158,6,0,2,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4520","HU402",2007,17.665,47.785488,7,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4521","HU403",2007,17.67108,47.782349,47,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4522","HU404",2007,17.67589,47.78001,7,0,5,1,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4523","HU405",2007,17.68054,47.776878,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4524","HU406",2007,17.70052,47.762199,10,0,1,1,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4525","HU407",2007,17.71405,47.754608,40,0,3,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4526","HU408",2007,17.75811,47.748451,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4592","HU75",2007,18.8979,47.80882,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4593","HU76",2007,18.8809,47.80819,11,1,5,0,0,0,1,0,0,0,0,0,0,0
"Wolter_Danube","4594","HU77",2007,18.9023,47.78969,4,0,0,0,0,0,1,0,0,0,0,0,0,0
"Wolter_Danube","4595","HU78",2007,18.90608,47.80075,6,0,17,1,0,0,28,1,0,3,0,0,0,0
"Wolter_Danube","4596","HU79",2007,18.90408,47.80479,27,0,5,0,0,0,0,1,0,0,0,0,0,0
"Wolter_Danube","4597","HU80",2007,18.88673,47.80684,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4598","HU81",2007,18.9097,47.76937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4599","HU82",2007,18.91151,47.78072,26,0,0,1,0,0,2,0,0,0,0,0,0,0
"Wolter_Danube","4600","HU83",2007,18.91086,47.7683,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4538","HU441",2007,18.88678,47.81192,24,0,2,2,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4539","HU442",2007,18.89912,47.80822,20,0,1,0,0,0,0,1,0,0,1,0,0,0
"Wolter_Danube","4540","HU443",2007,18.90395,47.803612,155,0,3,0,0,1,16,2,0,6,1,0,0,0
"Wolter_Danube","4541","HU444",2007,18.90781,47.797531,31,0,0,4,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4542","HU445",2007,18.91272,47.777431,35,0,2,1,0,0,0,12,0,2,0,0,0,0
"Wolter_Danube","4543","HU446",2007,18.91475,47.772202,19,0,0,2,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4544","HU447",2007,18.9035,47.784592,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4545","HU448",2007,18.90572,47.776951,59,0,7,1,0,0,0,1,0,4,0,0,0,0
"Wolter_Danube","4546","HU449",2007,18.91135,47.78083,19,0,0,1,0,0,0,5,0,8,5,0,0,0
"Wolter_Danube","4547","HU450",2007,18.91287,47.776402,8,0,0,0,0,0,0,0,0,5,0,0,0,0
"Wolter_Danube","4601","HU84",2007,19.01098,47.39044,77,0,4,5,0,1,0,0,0,3,0,1,0,0
"Wolter_Danube","4602","HU85",2007,19.0055,47.38548,158,4,11,0,0,18,143,0,0,37,0,5,0,0
"Wolter_Danube","4603","HU86",2007,18.99776,47.38522,8,0,1,0,0,0,0,0,0,6,0,0,0,0
"Wolter_Danube","4604","HU87",2007,18.99322,47.3892,75,0,28,0,0,0,0,0,0,15,0,0,0,0
"Wolter_Danube","4605","HU88",2007,18.9671,47.3797,18,0,3,1,0,0,1,0,0,0,0,0,0,0
"Wolter_Danube","4606","HU89",2007,18.97526,47.38024,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4607","HU90",2007,18.96766,47.37578,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4608","HU91",2007,18.9578,47.37223,17,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4609","HU92",2007,18.953,47.36779,19,0,2,0,0,0,0,0,0,0,0,1,0,0
"Wolter_Danube","4558","HU479",2007,19.01977,47.392029,50,0,6,1,0,0,3,0,0,1,1,0,4,0
"Wolter_Danube","4559","HU480",2007,19.01357,47.39045,42,0,8,3,0,3,6,0,0,35,0,0,1,0
"Wolter_Danube","4560","HU481",2007,19.01394,47.38739,151,0,3,3,0,2,0,0,0,0,0,0,0,0
"Wolter_Danube","4561","HU482",2007,19.00136,47.390228,0,0,3,0,0,2,6,3,0,1,6,0,0,0
"Wolter_Danube","4562","HU483",2007,19.00001,47.385979,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Wolter_Danube","4563","HU484",2007,18.99093,47.384418,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Wolter_Danube","4564","HU485",2007,18.98396,47.38686,139,0,1,1,0,1,3,3,0,1,1,2,1,0
"Wolter_Danube","4565","HU486",2007,18.97848,47.385262,27,0,2,1,0,0,2,0,0,0,0,0,0,0
"Wolter_Danube","4566","HU487",2007,19.01273,47.390518,112,0,2,3,0,3,13,5,0,8,1,1,1,0
"Wolter_Danube","4567","HU488",2007,19.00835,47.389999,26,8,2,0,0,0,0,1,0,8,3,0,0,0
"Wolter_Danube","4568","HU489",2007,19.00368,47.39056,227,11,0,0,0,0,3,3,0,4,13,0,0,0
"Wolter_Danube","4610","HU93",2007,18.74741,46.05373,8,1,11,1,0,1,10,0,0,22,0,0,0,0
"Wolter_Danube","4611","HU94",2007,18.74812,46.06004,52,0,11,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4612","HU95",2007,18.74071,46.05391,29,3,11,0,0,0,16,1,0,2,0,0,0,0
"Wolter_Danube","4613","HU96",2007,18.70111,46.02998,78,2,2,0,0,13,19,0,0,4,4,0,1,0
"Wolter_Danube","4614","HU97",2007,18.70284,46.03338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4617","HU98",2007,18.68822,46.02407,68,9,21,0,0,0,6,1,0,12,1,0,0,0
"Wolter_Danube","4625","HU99",2007,18.69063,46.02597,50,0,12,0,0,0,0,0,0,2,0,0,0,0
"Wolter_Danube","4515","HU100",2007,18.69435,46.02834,138,2,21,0,0,0,2,16,0,21,0,0,0,0
"Wolter_Danube","4569","HU491",2007,18.68689,46.02292,18,5,3,0,0,0,0,0,0,2,1,0,0,0
"Wolter_Danube","4570","HU492",2007,18.68423,46.01755,20,2,0,0,0,0,0,3,0,1,9,1,0,0
"Wolter_Danube","4571","HU493",2007,18.68441,46.012981,49,0,0,0,0,0,0,4,0,0,12,0,0,0
"Wolter_Danube","4572","HU494",2007,18.6849,46.010719,95,14,1,0,0,1,19,5,0,0,14,2,1,0
"Wolter_Danube","4573","HU495",2007,18.74628,46.052891,9,0,2,0,0,1,1,0,0,7,0,0,0,0
"Wolter_Danube","4574","HU496",2007,18.74223,46.049751,342,0,8,0,0,0,0,0,0,4,1,0,0,0
"Wolter_Danube","4575","HU497",2007,18.73782,46.045681,77,0,1,0,0,0,1,0,0,5,0,0,0,2
"Wolter_Danube","4576","HU498",2007,18.72858,46.04142,97,0,6,0,0,0,6,0,0,10,0,0,0,0
"Wolter_Danube","4577","HU499",2007,18.74248,46.05505,27,0,2,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4578","HU500",2007,18.73802,46.051689,97,0,9,0,0,0,1,0,0,0,0,1,0,0
"Wolter_Danube","4579","HU501",2007,18.73371,46.04829,141,0,11,0,0,0,0,2,0,1,0,0,0,0
"Wolter_Danube","4580","HU502",2007,18.72953,46.046101,74,0,4,0,0,0,1,1,0,3,0,0,0,0
"Wolter_Danube","4620","HU985",2007,18.76331,45.92922,17,0,0,0,0,14,0,0,0,0,0,7,1,0
"Wolter_Danube","4621","HU986",2007,18.76178,45.92923,29,0,1,0,0,2,0,3,0,1,0,3,0,0
"Wolter_Danube","4622","HU987",2007,18.76036,45.92913,2,0,7,0,0,4,0,0,0,0,0,4,1,0
"Wolter_Danube","4623","HU988",2007,18.75971,45.93012,62,0,9,0,0,2,25,0,0,10,0,1,0,0
"Wolter_Danube","4624","HU989",2007,18.76285,45.93054,23,0,10,0,0,6,24,0,0,9,0,12,0,0
"Wolter_Danube","4462","DE101",2007,11.849801,48.905238,276,0,1,35,4,9,3,0,1,5,1,2,1,20
"Wolter_Danube","4463","DE102",2007,11.843595,48.903862,410,0,1,18,3,4,10,0,0,1,2,0,0,28
"Wolter_Danube","4464","DE103",2007,11.820411,48.894222,240,0,0,8,0,0,1,0,0,0,2,0,0,4
"Wolter_Danube","4465","DE104",2007,11.847783,48.90458,238,0,1,16,10,1,0,2,0,0,1,1,0,3
"Wolter_Danube","4466","DE105",2007,11.819838,48.890807,65,0,1,2,1,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4467","DE106",2007,11.840838,48.901697,151,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4468","DE107",2007,11.844811,48.904368,150,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4469","DE108",2007,11.849632,48.906472,90,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4470","DE109",2007,11.839421,48.901191,41,0,0,0,0,0,0,0,0,0,0,1,0,2
"Wolter_Danube","4472","DE110",2007,11.848585,48.905855,56,0,1,4,23,0,3,0,0,2,0,0,0,0
"Wolter_Danube","4551","HU454",2007,19.09076,47.630051,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4552","HU455",2007,19.09289,47.62603,104,0,4,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4556","HU459",2007,19.07844,47.60622,27,0,3,0,0,0,2,4,0,2,0,1,0,0
"Wolter_Danube","4557","HU460",2007,19.07599,47.604252,88,0,1,2,0,0,2,10,0,2,3,0,0,0
"Wolter_Danube","4725","RS124",2007,19.86393,45.26206,8,0,1,0,0,0,0,0,0,1,0,0,0,0
"Wolter_Danube","4726","RS125",2007,19.86997,45.26677,52,0,1,0,0,0,5,2,0,1,0,0,0,0
"Wolter_Danube","4727","RS126",2007,19.87009,45.26478,5,0,2,0,0,0,0,0,0,1,0,0,0,0
"Wolter_Danube","4728","RS127",2007,19.87967,45.26078,33,0,2,0,0,0,4,0,0,0,0,0,0,0
"Wolter_Danube","4729","RS128",2007,19.88096,45.25835,67,0,0,0,0,0,61,0,0,1,0,3,0,0
"Wolter_Danube","4730","RS129",2007,19.8929,45.25663,52,0,2,0,0,0,13,0,0,0,0,0,0,0
"Wolter_Danube","4756","RS504",2007,19.879257,45.264362,41,0,23,0,0,0,78,1,0,0,0,1,1,1
"Wolter_Danube","4757","RS505",2007,19.877607,45.261329,0,0,3,0,0,0,35,0,0,0,0,0,0,0
"Wolter_Danube","4731","RS136",2007,20.34632,45.01094,96,6,7,0,0,0,7,1,0,1,0,2,0,0
"Wolter_Danube","4732","RS137",2007,20.33941,45.00796,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4733","RS138",2007,20.33613,45.00471,54,0,4,0,0,0,5,0,0,0,0,7,0,0
"Wolter_Danube","4734","RS139",2007,20.33384,45.00225,10,0,2,0,0,1,0,0,0,0,0,0,0,0
"Wolter_Danube","4735","RS140",2007,20.33696,45.0042,8,1,1,0,0,0,11,0,0,0,0,0,0,0
"Wolter_Danube","4736","RS141",2007,20.33861,45.00487,27,0,3,0,0,1,6,0,0,1,2,0,0,0
"Wolter_Danube","4737","RS142",2007,20.34199,45.00661,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Wolter_Danube","4758","RS506",2007,20.3569,45.0234,56,7,9,0,0,4,60,0,0,0,0,0,0,0
"Wolter_Danube","4759","RS507",2007,20.34123,45.00901,161,5,22,0,0,7,19,0,0,1,0,6,0,0
"Wolter_Danube","4760","RS508",2007,20.36478,45.0196,8,0,8,0,0,0,2,0,0,0,0,0,0,0
"Wolter_Danube","4761","RS509",2007,20.36466,45.01963,10,0,3,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4762","RS510",2007,20.3569,45.0234,85,3,4,0,0,1,62,1,0,0,0,0,0,0
"Wolter_Danube","4763","RS511",2007,20.34123,45.00901,108,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4738","RS143",2007,20.53028,44.8251,65,2,4,0,0,0,46,0,0,1,0,2,0,0
"Wolter_Danube","4739","RS144",2007,20.5381,44.82594,33,0,2,0,0,1,5,0,0,2,0,1,0,0
"Wolter_Danube","4740","RS145",2007,20.54078,44.83815,13,0,7,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4741","RS146",2007,20.54824,44.842,47,0,3,0,0,0,2,0,0,0,0,0,0,0
"Wolter_Danube","4742","RS147",2007,20.58982,44.84021,17,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4743","RS148",2007,20.5917,44.84037,48,0,2,0,0,1,5,0,0,1,0,0,0,0
"Wolter_Danube","4764","RS512",2007,20.53579,44.82759,129,1,3,2,0,4,47,0,0,0,0,0,0,0
"Wolter_Danube","4765","RS513",2007,20.54416,44.82985,23,11,9,0,0,1,18,0,0,1,0,3,0,0
"Wolter_Danube","4766","RS514",2007,20.55282,44.83584,106,14,3,0,0,29,39,2,0,6,0,2,0,0
"Wolter_Danube","4767","RS515",2007,20.5333,44.83529,5,0,9,0,0,1,0,0,0,0,0,0,0,0
"Wolter_Danube","4768","RS516",2007,20.53579,44.82759,3,1,5,0,0,0,0,0,1,0,0,0,0,0
"Wolter_Danube","4769","RS517",2007,20.54416,44.82985,20,2,1,0,0,2,10,3,0,0,0,0,1,0
"Wolter_Danube","4770","RS518",2007,20.5333,44.83529,17,3,0,0,0,0,0,6,0,0,0,0,0,0
"Wolter_Danube","4744","RS149",2007,20.70187,44.70918,11,4,0,0,0,5,71,0,0,2,0,3,0,0
"Wolter_Danube","4745","RS150",2007,20.72616,44.67318,73,0,4,0,0,0,0,0,0,1,0,3,0,0
"Wolter_Danube","4746","RS151",2007,20.73512,44.67929,56,0,7,0,0,0,0,0,0,1,0,0,0,0
"Wolter_Danube","4747","RS152",2007,20.74324,44.67427,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4748","RS153",2007,20.74311,44.66893,38,0,0,0,0,0,0,0,0,0,0,2,0,0
"Wolter_Danube","4771","RS519",2007,20.71192,44.68891,132,8,11,0,0,3,33,0,0,6,13,5,0,0
"Wolter_Danube","4772","RS520",2007,20.7185,44.68027,33,0,1,0,0,6,0,0,0,18,0,1,4,0
"Wolter_Danube","4773","RS521",2007,20.72426,44.67223,96,0,2,1,0,2,29,0,0,0,38,7,0,0
"Wolter_Danube","4774","RS522",2007,20.72729,44.6764,90,4,2,1,0,0,16,0,0,2,2,0,0,0
"Wolter_Danube","4775","RS523",2007,20.72426,44.67223,8,2,0,0,0,5,2,1,3,0,2,2,0,0
"Wolter_Danube","4776","RS524",2007,20.7185,44.68027,5,2,2,2,0,10,8,2,0,0,3,4,2,0
"Wolter_Danube","4323","AT33",2007,16.9106,48.14548,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4334","AT34",2007,16.90953,48.14809,41,0,1,5,0,1,2,0,0,2,1,0,0,0
"Wolter_Danube","4340","AT35",2007,16.88241,48.13418,57,0,2,0,0,0,0,1,0,0,3,0,0,0
"Wolter_Danube","4351","AT37",2007,16.88335,48.13172,5,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wolter_Danube","4204","AT165",2007,16.903211,48.143127,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4205","AT166",2007,16.929093,48.148588,49,0,3,0,0,0,0,0,0,7,0,0,0,0
"Wolter_Danube","4206","AT167",2007,16.826185,48.122468,128,0,3,1,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4207","AT168",2007,16.86984,48.127479,5,0,2,0,0,0,0,0,0,2,0,0,0,0
"Wolter_Danube","4208","AT169",2007,16.912539,48.148145,62,0,0,4,0,1,0,0,0,0,0,0,0,0
"Wolter_Danube","4210","AT170",2007,16.901472,48.14518,51,3,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4211","AT171",2007,16.90855,48.147537,77,4,0,0,0,0,0,0,0,6,8,0,0,0
"Wolter_Danube","4212","AT172",2007,16.903589,48.14609,36,0,3,0,0,0,0,0,0,0,2,0,0,0
"Wolter_Danube","4213","AT173",2007,16.857745,48.127495,119,0,6,10,0,5,0,0,0,9,0,1,0,0
"Wolter_Danube","4214","AT174",2007,16.903966,48.143564,69,4,2,1,0,1,0,1,0,2,10,0,0,0
"Wolter_Danube","4215","AT175",2007,16.878182,48.131437,205,2,8,4,1,26,1,6,0,2,1,1,0,0
"Wolter_Danube","4218","AT185",2007,16.879242,48.131015,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Wolter_Danube","4219","AT186",2007,16.885536,48.134061,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Wolter_Danube","4220","AT187",2007,16.946453,48.156123,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Wolter_Danube","4221","AT188",2007,16.947114,48.157597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4222","AT189",2007,16.951402,48.164272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4224","AT190",2007,16.919962,48.147077,14,0,0,0,0,0,0,0,0,0,3,0,0,0
"Wolter_Danube","4225","AT191",2007,16.932017,48.149484,4,0,0,0,0,0,0,0,0,0,3,0,0,0
"Wolter_Danube","4226","AT192",2007,16.947046,48.155799,65,0,1,0,0,0,0,0,0,2,0,0,0,0
"Wolter_Danube","4227","AT193",2007,16.947915,48.161002,33,0,0,0,0,0,0,0,0,0,1,0,0,0
"Wolter_Danube","4228","AT194",2007,16.854638,48.125206,17,0,0,0,0,0,0,0,0,1,0,0,0,0
"Wolter_Danube","4229","AT195",2007,16.881757,48.133628,28,0,5,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4230","AT196",2007,16.938392,48.150951,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Wolter_Danube","4200","AT13",2007,13.62403,48.55672,135,0,0,1,0,3,1,0,0,0,0,2,0,21
"Wolter_Danube","4201","AT14",2007,13.62936,48.55445,266,0,2,5,1,7,3,0,0,4,0,3,0,18
"Wolter_Danube","4202","AT15",2007,13.658484,48.543863,300,0,1,6,0,2,0,0,0,0,0,0,0,11
"Wolter_Danube","4203","AT16",2007,13.620999,48.558563,37,0,3,13,0,138,18,0,0,4,0,3,54,0
"Wolter_Danube","4209","AT17",2007,13.619328,48.560506,71,0,0,1,0,3,6,0,0,1,1,2,3,4
"Wolter_Danube","4216","AT18",2007,13.606431,48.566952,50,0,0,0,0,0,1,0,0,0,0,0,0,2
"Wolter_Danube","4223","AT19",2007,13.6095,48.56546,100,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolter_Danube","4234","AT20",2007,13.68702,48.52864,100,0,1,0,0,0,2,0,0,1,0,2,0,0
"Wolter_Danube","4245","AT21",2007,13.69271,48.52677,50,0,2,0,0,0,1,0,0,0,1,1,0,0
"Wolter_Danube","4254","AT22",2007,13.70176,48.522482,150,0,0,0,0,0,2,0,0,0,0,1,0,0
"Wolter_Danube","4256","AT23",2007,13.62207,48.55816,101,1,0,0,0,1,4,2,0,0,0,1,3,3
"Wolter_Danube","4260","AT24",2007,13.61708,48.56168,150,0,1,2,0,0,0,2,0,0,2,3,0,6
"Wolter_Danube","4231","AT197",2007,13.62523,48.55357,13,0,0,0,0,0,1,1,0,0,1,0,0,1
"Wolter_Danube","4232","AT198",2007,13.63104,48.55235,9,0,0,3,0,1,0,0,0,0,0,1,0,0
"Wolter_Danube","4233","AT199",2007,13.63743,48.55172,38,0,0,1,0,0,1,2,0,0,0,1,0,1
"Wolter_Danube","4235","AT200",2007,13.64437,48.55007,9,0,0,0,0,0,1,1,0,0,0,0,0,1
"Wolter_Danube","4236","AT201",2007,13.65484,48.54527,148,0,0,0,0,0,3,1,0,11,0,0,0,1
"Wolter_Danube","4237","AT202",2007,13.65603,48.54259,45,0,0,0,0,0,10,4,0,1,0,0,0,5
